Id Categoria;Modalitat;Nom;Descripció;Nom Abreviat;Ordre;CodiExtern
1080;TROBADA SPIRIBOL;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1081;TROBADA SPIRIBOL;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1082;TROBADA SPIRIBOL;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1083;TROBADA SPIRIBOL;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1087;ESPORTS SENSE BARRERES (Bàsquet);DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1089;ESPORTS SENSE BARRERES (Bàsquet);AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1090;TROBADA DE TRAMPOLÍ;TÈCNIC/A;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1091;TROBADA DE TRAMPOLÍ;DELEGAT/DA;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1093;TROBADA DE TRAMPOLÍ;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1094;LLIGUES EXTERNES;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1095;LLIGUES EXTERNES;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1096;LLIGUES EXTERNES;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1097;LLIGUES EXTERNES;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1098;CRIQUET SALA;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1099;CRIQUET SALA;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1100;CRIQUET SALA;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1101;CRIQUET SALA;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1102;ALTRES;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1103;ALTRES;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1104;ALTRES;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1105;ALTRES;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1110;TUTOR DE JOC LEXIA;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1111;TUTOR DE JOC LEXIA;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1112;TUTOR DE JOC LEXIA;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1113;TUTOR DE JOC LEXIA;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1115;DANSA;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1120;HANDBOL PLATJA;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1121;HANDBOL PLATJA;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1122;HANDBOL PLATJA;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1123;HANDBOL PLATJA;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1124;TROBADA DE MINIJUDO;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1125;TROBADA DE MINIJUDO;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1126;TROBADA DE MINIJUDO;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1127;TROBADA DE MINIJUDO;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1128;TAMBORÍ;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1129;TAMBORÍ;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1130;TAMBORÍ;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1131;TAMBORÍ;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1132;DANSA URBANA FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1133;DANSA URBANA FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1134;DANSA URBANA FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1135;DANSA URBANA FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1136;PATINATGE FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1137;PATINATGE FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1138;PATINATGE FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1139;PATINATGE FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1140;INICIACIÓ ESPORTIVA FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1141;INICIACIÓ ESPORTIVA FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1142;INICIACIÓ ESPORTIVA FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1143;INICIACIÓ ESPORTIVA FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1144;INICIACIÓ DANSA FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1145;INICIACIÓ DANSA FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1146;INICIACIÓ DANSA FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1147;INICIACIÓ DANSA FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1148;ARTS MARCIALS FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1149;ARTS MARCIALS FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1150;ARTS MARCIALS FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1151;ARTS MARCIALS FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1152;MULTIESPORT FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1153;MULTIESPORT FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1154;MULTIESPORT FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1155;MULTIESPORT FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1156;BADMINTON FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1157;BADMINTON FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1158;BADMINTON FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1159;BADMINTON FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1164;FUTBOL FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1165;FUTBOL FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1166;FUTBOL FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1167;FUTBOL FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1168;FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1169;FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1170;FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1171;FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1172;BASQUET FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1173;BASQUET FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1174;BASQUET FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
1175;BASQUET FEEB;AUXILIAR;Auxiliar de les activitats dels JEC. Persona que acompanya a l’equip o grup d’esportistes que participen als JEC, donant suport al tècnic esportiu. Titulacions requerides: Certificat de CIATE o Diploma del Ceeb de Tutor Esportiu Escolar d’una modalitat esportiva. Titulació vàlida del personal tècnic voluntari per a la realització d’activitats esportives en l’àmbit extraescolar.;;3;
1176;CRIQUET FEEB;TÈCNIC;Tècnic dels Jocs Esportius del Ceeb (JEC). Persona de màxima responsabilitat de l’equip o grup d’esportistes que participen als JEC en una modalitat esportiva. Titulacions requerides: Estar inscrit a ROPEC com a monitor esportiu + Càpsula Esportiva Especifica (TEE). /o/ Estar inscrit a ROPEC com a Entrenador de la modalitat Esportiva.;;;TEC
1177;CRIQUET FEEB;DELEGAT;Delegat d’equip/grup, persona responsable del bon comportament i del joc net dels esportistes i acompanyants. Titulacions requerides: Titulació vàlida del personal responsable de vetllar pels valors als JEC i realitzar les tasques administratives. Recomanable que aquest col·lectiu també tinguin formació reconeguda com a Tutor Esportiu.;;;
1178;CRIQUET FEEB;DELEGAT DE CAMP;Delegat de camp o pista, persona responsable de vetllar pel bon funcionament de totes les fases del joc. Volem que esdevingui un nexe d’unió entre els dos equips, les famílies i l’entitat. Ha de ser una figura de referència per al CEEB, per les entitats i per l’equip al qual representa.;;1;
